pokedex_number,name,generation,type1,type2,ability1,ability2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,normal,fire,water,grass,electric,rock,ground,flying,fighting,ice,bug,steel,poison,psychic,dark,ghost,fairy,dragon
366,Clamperl,3,water,-,Shell Armor,Rattled,345,35,64,85,74,55,32,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
367,Huntail,3,water,-,Swift Swim,Water Veil,485,55,104,105,94,75,52,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
368,Gorebyss,3,water,-,Swift Swim,Hydration,485,55,84,105,114,75,52,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
369,Relicanth,3,water,rock,Swift Swim,Rock Head,485,100,90,130,45,65,55,0.5,0.25,1.0,4.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
370,Luvdisc,3,water,-,Swift Swim,Hydration,330,43,30,55,40,65,97,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
371,Bagon,3,dragon,-,Rock Head,Sheer Force,300,45,75,60,40,30,50,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
372,Shelgon,3,dragon,-,Rock Head,Overcoat,420,65,95,100,60,50,50,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
373,Salamence,3,dragon,flying,Intimidate,Moxie,700,95,145,130,120,90,120,1.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,0.5,4.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0
374,Beldum,3,steel,psychic,Clear Body,Light Metal,300,40,55,80,35,60,30,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0,0.25,2.0,2.0,0.5,0.5
375,Metang,3,steel,psychic,Clear Body,Light Metal,420,60,75,100,55,80,50,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0,0.25,2.0,2.0,0.5,0.5
376,Metagross,3,steel,psychic,Clear Body,Light Metal,700,80,145,150,105,110,110,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0,0.25,2.0,2.0,0.5,0.5
377,Regirock,3,rock,-,Clear Body,Sturdy,580,80,100,200,50,100,50,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
378,Regice,3,ice,-,Clear Body,Ice Body,580,80,50,100,100,200,50,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
379,Registeel,3,steel,-,Clear Body,Light Metal,580,80,75,150,75,150,50,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5
380,Latias,3,dragon,psychic,Levitate,-,700,80,100,120,140,150,110,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,2.0,2.0,2.0
381,Latios,3,dragon,psychic,Levitate,-,700,80,130,100,160,120,110,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,2.0,2.0,2.0
382,Kyogre,3,water,-,Drizzle,-,770,100,150,90,180,160,90,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
383,Groudon,3,ground,-,Drought,-,770,100,180,160,150,90,90,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
384,Rayquaza,3,dragon,flying,Air Lock,-,780,105,180,100,180,100,115,1.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,0.5,4.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0
385,Jirachi,3,steel,psychic,Serene Grace,-,600,100,100,100,100,100,100,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0,0.25,2.0,2.0,0.5,0.5
386,Deoxys,3,psychic,-,Pressure,-,600,50,95,90,95,90,180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
387,Turtwig,4,grass,-,Overgrow,Shell Armor,318,55,68,64,45,55,31,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
388,Grotle,4,grass,-,Overgrow,Shell Armor,405,75,89,85,55,65,36,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
389,Torterra,4,grass,ground,Overgrow,Shell Armor,525,95,109,105,75,85,56,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
390,Chimchar,4,fire,-,Blaze,Iron Fist,309,44,58,44,58,44,61,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
391,Monferno,4,fire,fighting,Blaze,Iron Fist,405,64,78,52,78,52,81,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.25,0.5,1.0,2.0,0.5,1.0,1.0,1.0
392,Infernape,4,fire,fighting,Blaze,Iron Fist,534,76,104,71,104,71,108,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.25,0.5,1.0,2.0,0.5,1.0,1.0,1.0
393,Piplup,4,water,-,Torrent,Defiant,314,53,51,53,61,56,40,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
394,Prinplup,4,water,-,Torrent,Defiant,405,64,66,68,81,76,50,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
395,Empoleon,4,water,steel,Torrent,Defiant,530,84,86,88,111,101,60,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.25,0.5,0.25,0.0,0.5,1.0,1.0,0.5,0.5
396,Starly,4,normal,flying,Keen Eye,Reckless,245,40,55,30,30,30,60,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
397,Staravia,4,normal,flying,Intimidate,Reckless,340,55,75,50,40,40,80,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
398,Staraptor,4,normal,flying,Intimidate,Reckless,485,85,120,70,50,60,100,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
399,Bidoof,4,normal,-,Simple,Unaware,250,59,45,40,35,40,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
400,Bibarel,4,normal,water,Simple,Unaware,410,79,85,60,55,60,71,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0
401,Kricketot,4,bug,-,Shed Skin,Run Away,194,37,25,41,25,41,25,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
402,Kricketune,4,bug,-,Swarm,Technician,384,77,85,51,55,51,65,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
403,Shinx,4,electric,-,Rivalry,Intimidate,263,45,65,34,40,34,45,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
404,Luxio,4,electric,-,Rivalry,Intimidate,363,60,85,49,60,49,60,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
405,Luxray,4,electric,-,Rivalry,Intimidate,523,80,120,79,95,79,70,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
406,Budew,4,grass,poison,Natural Cure,Poison Point,280,40,30,35,50,70,55,1.0,2.0,0.5,0.25,0.5,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0
407,Roserade,4,grass,poison,Natural Cure,Poison Point,515,60,70,65,125,105,90,1.0,2.0,0.5,0.25,0.5,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0
408,Cranidos,4,rock,-,Mold Breaker,Sheer Force,350,67,125,40,30,30,58,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
409,Rampardos,4,rock,-,Mold Breaker,Sheer Force,495,97,165,60,65,50,58,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
410,Shieldon,4,rock,steel,Sturdy,Soundproof,350,30,42,118,42,88,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.25,4.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5
411,Bastiodon,4,rock,steel,Sturdy,Soundproof,495,60,52,168,47,138,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.25,4.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5
412,Burmy,4,bug,-,Shed Skin,Overcoat,224,40,29,45,29,45,36,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
413,Wormadam,4,bug,grass,Anticipation,Overcoat,424,60,69,95,69,95,36,1.0,4.0,0.5,0.25,0.5,2.0,0.25,4.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
414,Mothim,4,bug,flying,Swarm,Tinted Lens,424,70,94,50,94,50,66,1.0,2.0,1.0,0.25,2.0,4.0,0.0,2.0,0.25,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
415,Combee,4,bug,flying,Honey Gather,Hustle,244,30,30,42,30,42,70,1.0,2.0,1.0,0.25,2.0,4.0,0.0,2.0,0.25,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
416,Vespiquen,4,bug,flying,Pressure,Unnerve,474,70,80,102,80,102,40,1.0,2.0,1.0,0.25,2.0,4.0,0.0,2.0,0.25,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
417,Pachirisu,4,electric,-,Run Away,Pickup,405,60,45,70,45,90,95,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
418,Buizel,4,water,-,Swift Swim,Water Veil,330,55,65,35,60,30,85,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
419,Floatzel,4,water,-,Swift Swim,Water Veil,495,85,105,55,85,50,115,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
420,Cherubi,4,grass,-,Chlorophyll,-,275,45,35,45,62,53,35,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
421,Cherrim,4,grass,-,Flower Gift,-,450,70,60,70,87,78,85,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
422,Shellos,4,water,-,Sticky Hold,Storm Drain,325,76,48,48,57,62,34,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
423,Gastrodon,4,water,ground,Sticky Hold,Storm Drain,475,111,83,68,92,82,39,1.0,0.5,1.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
424,Ambipom,4,normal,-,Technician,Pickup,482,75,100,66,60,66,115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
425,Drifloon,4,ghost,flying,Aftermath,Unburden,348,90,50,34,60,44,70,0.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,0.0,2.0,0.25,1.0,0.5,1.0,2.0,2.0,1.0,1.0
426,Drifblim,4,ghost,flying,Aftermath,Unburden,498,150,80,44,90,54,80,0.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,0.0,2.0,0.25,1.0,0.5,1.0,2.0,2.0,1.0,1.0
427,Buneary,4,normal,-,Run Away,Klutz,350,55,66,44,44,56,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
428,Lopunny,4,normal,-,Cute Charm,Klutz,580,65,136,94,54,96,135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
429,Mismagius,4,ghost,-,Levitate,-,495,60,60,60,105,105,105,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0
430,Honchkrow,4,dark,flying,Insomnia,Super Luck,505,100,125,52,105,52,71,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
431,Glameow,4,normal,-,Limber,Own Tempo,310,49,55,42,42,37,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
432,Purugly,4,normal,-,Thick Fat,Own Tempo,452,71,82,64,64,59,112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
433,Chingling,4,psychic,-,Levitate,-,285,45,30,50,65,50,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
434,Stunky,4,poison,dark,Stench,Aftermath,329,63,63,47,41,41,74,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0
435,Skuntank,4,poison,dark,Stench,Aftermath,479,103,93,67,71,61,84,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0
436,Bronzor,4,steel,psychic,Levitate,Heatproof,300,57,24,86,24,86,23,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0,0.25,2.0,2.0,0.5,0.5
437,Bronzong,4,steel,psychic,Levitate,Heatproof,500,67,89,116,79,116,33,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,0.0,0.25,2.0,2.0,0.5,0.5
438,Bonsly,4,rock,-,Sturdy,Rock Head,290,50,80,95,10,45,10,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
439,Mime Jr.,4,psychic,fairy,Soundproof,Filter,310,20,25,45,70,90,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.0
440,Happiny,4,normal,-,Natural Cure,Serene Grace,220,100,5,5,15,65,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
441,Chatot,4,normal,flying,Keen Eye,Tangled Feet,411,76,65,45,92,42,91,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
442,Spiritomb,4,ghost,dark,Pressure,Infiltrator,485,50,92,108,92,108,35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0
443,Gible,4,dragon,ground,Sand Veil,Rough Skin,300,58,70,45,40,45,42,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0
444,Gabite,4,dragon,ground,Sand Veil,Rough Skin,410,68,90,65,50,55,82,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0
445,Garchomp,4,dragon,ground,Sand Veil,Rough Skin,700,108,170,115,120,95,92,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0
446,Munchlax,4,normal,-,Pickup,Thick Fat,390,135,85,40,40,85,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
447,Riolu,4,fighting,-,Steadfast,Inner Focus,285,40,70,40,35,40,60,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
448,Lucario,4,fighting,steel,Steadfast,Inner Focus,625,70,145,88,140,70,112,0.5,2.0,1.0,0.5,1.0,0.25,2.0,1.0,2.0,0.5,0.25,0.5,0.0,1.0,0.5,1.0,1.0,0.5
449,Hippopotas,4,ground,-,Sand Stream,Sand Force,330,68,72,78,38,42,32,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
450,Hippowdon,4,ground,-,Sand Stream,Sand Force,525,108,112,118,68,72,47,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
451,Skorupi,4,poison,bug,Battle Armor,Sniper,330,40,50,90,30,55,65,1.0,2.0,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
452,Drapion,4,poison,dark,Battle Armor,Sniper,500,70,90,110,60,75,95,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0
453,Croagunk,4,poison,fighting,Anticipation,Dry Skin,300,48,61,40,61,40,50,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.25,1.0,0.5,4.0,0.5,1.0,1.0,1.0
454,Toxicroak,4,poison,fighting,Anticipation,Dry Skin,490,83,106,65,86,65,85,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.25,1.0,0.5,4.0,0.5,1.0,1.0,1.0
455,Carnivine,4,grass,-,Levitate,-,454,74,100,72,90,72,46,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
456,Finneon,4,water,-,Swift Swim,Storm Drain,330,49,49,56,49,61,66,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
457,Lumineon,4,water,-,Swift Swim,Storm Drain,460,69,69,76,69,86,91,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
458,Mantyke,4,water,flying,Swift Swim,Water Absorb,345,45,20,50,60,120,50,1.0,0.5,0.5,1.0,4.0,2.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
459,Snover,4,grass,ice,Snow Warning,Soundproof,334,60,62,50,62,60,40,1.0,4.0,0.5,0.5,0.5,2.0,0.5,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
460,Abomasnow,4,grass,ice,Snow Warning,Soundproof,594,90,132,105,132,105,30,1.0,4.0,0.5,0.5,0.5,2.0,0.5,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
461,Weavile,4,dark,ice,Pressure,Pickpocket,510,70,120,65,45,85,125,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.5,2.0,2.0,1.0,0.0,0.5,0.5,2.0,1.0
462,Magnezone,4,electric,steel,Magnet Pull,Sturdy,535,70,70,115,130,90,60,0.5,2.0,1.0,0.5,0.5,0.5,4.0,0.25,2.0,0.5,0.5,0.25,0.0,0.5,1.0,1.0,0.5,0.5
463,Lickilicky,4,normal,-,Own Tempo,Oblivious,515,110,85,95,80,95,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
464,Rhyperior,4,ground,rock,Lightningrod,Solid Rock,535,115,140,130,55,55,40,0.5,0.5,4.0,4.0,0.0,0.5,2.0,0.5,2.0,2.0,1.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0
465,Tangrowth,4,grass,-,Chlorophyll,Leaf Guard,535,100,100,125,110,50,50,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
466,Electivire,4,electric,-,Motor Drive,Vital Spirit,540,75,123,67,95,85,95,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
467,Magmortar,4,fire,-,Flame Body,Vital Spirit,540,75,95,67,125,95,83,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
468,Togekiss,4,fairy,flying,Hustle,Serene Grace,545,85,50,95,120,115,80,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,0.25,2.0,0.25,2.0,2.0,1.0,0.5,1.0,1.0,0.0
469,Yanmega,4,bug,flying,Speed Boost,Tinted Lens,515,86,76,86,116,56,95,1.0,2.0,1.0,0.25,2.0,4.0,0.0,2.0,0.25,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
470,Leafeon,4,grass,-,Leaf Guard,Chlorophyll,525,65,110,130,60,65,95,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
471,Glaceon,4,ice,-,Snow Cloak,Ice Body,525,65,60,110,130,95,65,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
472,Gliscor,4,ground,flying,Hyper Cutter,Sand Veil,510,75,95,125,45,75,95,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.5,4.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0
473,Mamoswine,4,ice,ground,Oblivious,Snow Cloak,530,110,130,80,70,60,80,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
474,Porygon-Z,4,normal,-,Adaptability,Download,535,85,80,70,135,75,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
475,Gallade,4,psychic,fighting,Steadfast,Justified,618,68,165,95,65,115,110,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
476,Probopass,4,rock,steel,Sturdy,Magnet Pull,525,60,55,145,75,150,40,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.25,4.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5
477,Dusknoir,4,ghost,-,Pressure,Frisk,525,45,100,135,65,135,45,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0
478,Froslass,4,ice,ghost,Snow Cloak,Cursed Body,480,70,80,70,80,70,110,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0
479,Rotom,4,electric,ghost,Levitate,-,520,50,65,107,105,107,86,0.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,1.0,1.0
480,Uxie,4,psychic,-,Levitate,-,580,75,75,130,75,130,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
481,Mesprit,4,psychic,-,Levitate,-,580,80,105,105,105,105,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
482,Azelf,4,psychic,-,Levitate,-,580,75,125,70,125,70,115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
483,Dialga,4,steel,dragon,Pressure,Telepathy,680,100,120,120,150,100,90,0.5,1.0,0.5,0.25,0.5,0.5,2.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,1.0
484,Palkia,4,water,dragon,Pressure,Telepathy,680,90,120,100,150,120,100,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0
485,Heatran,4,fire,steel,Flash Fire,Flame Body,600,91,90,106,130,106,77,0.5,1.0,2.0,0.25,1.0,1.0,4.0,0.5,2.0,0.25,0.25,0.25,0.0,0.5,1.0,1.0,0.25,0.5
486,Regigigas,4,normal,-,Slow Start,-,670,110,160,110,80,110,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
487,Giratina,4,ghost,dragon,Pressure,Telepathy,680,150,120,100,120,100,90,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,2.0,0.5,1.0,0.5,1.0,2.0,2.0,2.0,2.0
